Universal Asset Identifier,Asset Name,Knowledge System,Asset Type,Status,Owner,Parent Assets,Last Review,Notes,Repository Path,Supporting Files,Version,Completion Percentage,Child Assets,Relationship List,Evidence Links,Report Links,Marketplace Links,Next Review,Change History,Build Provenance,Source Builds,Registration Basis,File SHA256,Last Updated,Asset Title
CERT-SYS-000052,MONITOR SERVICE LEVELS,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/monitor_service_levels.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,b0fbd76ffacf63374217098143bd6e5efe6517e8c2056865595256f0597b79f2,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000053,ORDER RELEASE GATE,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/order_release_gate.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,a01b78dab124f59f821edb2482d4d587befac58435eb6bfa62303c602aa28432,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000054,PORTFOLIO ANALYTICS,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/portfolio_analytics.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,69c08af2fedad7d7a2343446c2c76511ebfc87e35a2c2ad00b67fd7294853a68,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000055,PRIVACY RETENTION MONITOR,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/privacy_retention_monitor.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,e0dd48b065327e915239c56711c2e46001f486e3670735b6e92238d36f349e4f,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000056,RANK SOURCING OPTIONS,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/rank_sourcing_options.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,e39bff40a4051ca190ef8b8903320c71e0a2679aeef83fc6b2b48ffb9bbe0e96,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000057,REPORTING DEADLINE MONITOR,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/reporting_deadline_monitor.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,4f26d986b921adeddd385f06d78e5ba2096ed24f3749709326bd7d517ea9e66f,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000058,Deduplicate findings while preserving the strictest occurrence.,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/run_passport_monitor.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035G | CERT-BUILD-0038,0035G | 0038,HISTORICAL_REPOSITORY_CENSUS,1df8ae236d4017acaace4fd54c7087527593e551f13e1e6e3a0e88496f1d5262,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000059,SCHEDULE SUPPLIER ASSURANCE,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/schedule_supplier_assurance.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035I | CERT-BUILD-0038,0035I | 0038,HISTORICAL_REPOSITORY_CENSUS,91a7a9812f80e81bf734c1a45ad521f0d83eaa876308b2306b08f7085bfb6c5e,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000060,SETTLEMENT HOLD ENGINE,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/settlement_hold_engine.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,c45c44a2d91c1c1dc8cba8607aefe7dbd4490f0776d5ce4787397cc00cd959d4,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000061,SIGNAL AGGREGATOR,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/signal_aggregator.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,c0a353342190bf999ffad53b58b61daf27b06508e0ca93ff80e3156732017384,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000062,SURVEILLANCE ESCALATION ENGINE,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/surveillance_escalation_engine.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,6824d5b92241d19827b9f953234571e6b70e65a61eaad39c5164a261ab1361aa,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000063,TRACE RECALL,SYS,Automation,ACTIVE,Certiaura,,,,13_Project_Genesis/Automation/trace_recall.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,5abab0df7b3f4855087afa91c9016f1f1a1f4998d06abde39df0246b77bed676,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000064,GENERATE ELIGIBILITY DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_eligibility_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,68938f0a292dcbeb2789f6281ffccb6863183036891cd59f9c5eaaa1728a0dda,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000065,GENERATE INCIDENT DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_incident_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,46d94e0fd98b949398f6a48ab006854ea6beac3dfa5d335fa470c6de23f0fdc0,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000066,GENERATE OPERATIONS DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_operations_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,a68971e41a63059ef6c9afdfbd0d0cd174ad03b9c51f7a8960d74b6aa07b6fe6,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000067,GENERATE PORTFOLIO DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_portfolio_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,4c4b1bb471784659e106fb4fb5887079f495720ed328fbea96ed8229295f5cb5,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000068,GENERATE PRIVACY DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_privacy_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,58fdaae24014b97c0ec738c3c4e3f9281abbf670a7761f5caadc6a7d537cf15c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000069,GENERATE REPORTING DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_reporting_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,a8bb51b146626fb9b5b4a4e29bf3210f5561d21b65682b6ed9cc9cafbd182fdd,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000070,GENERATE SETTLEMENT DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_settlement_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,ee58ded3c9bb2aa67ee9f4105eafff5b76451f98ea8b0aca49e40a0aa97c6b43,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000071,GENERATE SUPPLIER ASSURANCE DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_supplier_assurance_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035I | CERT-BUILD-0038,0035I | 0038,HISTORICAL_REPOSITORY_CENSUS,0ed382eaa2ba643fb0c1f4fda602b5c578f80e1bc2b0fc4b4dd423baa7b1b8a5,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000072,GENERATE SUPPLIER DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_supplier_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035H | CERT-BUILD-0038,0035H | 0038,HISTORICAL_REPOSITORY_CENSUS,b0a210aa217f062bb1fbe4c2e9c7a2b7a6171f38ea2c47f97659ee79b802d05b,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000073,GENERATE SUPPLIER SCORECARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_supplier_scorecard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,4e71f098c0bf07f7cbe9ad299b3bc9a04cdae470faa0f615ba1af45bb2cb7cbe,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000074,GENERATE SURVEILLANCE DASHBOARD,SYS,Dashboard,ACTIVE,Certiaura,,,,13_Project_Genesis/Dashboards/generate_surveillance_dashboard.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,420910402cf35d4b3ac790ec99550fc017a4df9e74465b768e8574f04e4cbd95,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000075,How to Use Project Genesis v0.1,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/docs/HOW_TO_USE_PROJECT_GENESIS_v0_1.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,bdc66d0d3c99c9f6e9689adc2062f4535b502cc5336aeb6a4beaf69fc7bf6ce5,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000076,PROJECT GENESIS — CURRENT STATE v1.2,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/docs/PROJECT_GENESIS_CURRENT_STATE_v1_2.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c5b5e828caa292749bf0e73d972d5a4d18ad04b0080157aed9e70b6f334351d9,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000077,Project Genesis v0.1 — Repository Automation,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/docs/PROJECT_GENESIS_v0_1_README.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,330587ac4879a57993ce89d0eb6a83979d1c2207be1613a29fc230f65250c7c9,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000078,Reserve every valid incoming identifier before allocating any new identifiers.,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/Import/asset_register_reconciler.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,50806cb0bfbf2d5bc9c67b12ccc91168482ededd722691014820a2d4484b22d9,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000079,BUILD PACK ROUTER,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/Import/build_pack_router.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,fb4fb54f741b5e1c64cfaf9e2e1f7d14177da1835ef20d6186fabe6c52fefb29,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000080,HISTORICAL ASSET BACKFILL,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/Import/historical_asset_backfill.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,efe3bd560e8a9513bf6ec48bcb3d1847990fd5e29d367c7f598acdcec8750b7d,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000081,REPAIR MASTER ASSET REGISTER,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/Import/repair_master_asset_register.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,71e89b7c05170e874f6f70ef0ae15170100a06f0ec9c858fa42b35ac4a094dc6,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000082,Project Genesis Build-Neutral Transactional Importer,SYS,Platform Component,ACTIVE,Certiaura Founder,,,,13_Project_Genesis/Import/transactional_build_import.py,,3.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0040,0040,EXISTING_PLATFORM_COMPONENT_UPDATE,deccd6610adfce70f3225eb6a79804cfc2402b61bd58c4e2aaddb8e8d2c7edc0,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000083,AUDIT EVENT REGISTER,SYS,Register,ACTIVE,Certiaura,,,,13_Project_Genesis/Registers/AUDIT_EVENT_REGISTER.csv,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0036 | CERT-BUILD-0038,0035K | 0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,f11fb6738b7e2c042b1896a8b8d209ccf3ccf2c8f4ce67b9957c68b4202c200c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000084,Certiaura Asset Intent Manifest,SYS,Schema,ACTIVE,Certiaura,,,,13_Project_Genesis/Schemas/asset_intent_manifest.schema.json,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,70d31ffeaa4f1a8585acccc17a1c36cbe6c542b154a814a1fab5ec7fb175992e,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000085,Master Asset Register Change Report,SYS,Schema,ACTIVE,Certiaura,,,,13_Project_Genesis/Schemas/asset_register_change_report.schema.json,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,2a0e8ee26e3b3f2b708570fc7582a897560bfad3c9c20458db50b7c7ffca9f9c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000086,Certiaura Audit Event,SYS,Schema,ACTIVE,Certiaura,,,,13_Project_Genesis/Schemas/audit_event.schema.json,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0036 | CERT-BUILD-0038,0035K | 0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,4e7e9041c40b9519ed5c34f4a48cc3dc1c946974caaa5201e976b00f20d2bd8f,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000087,Build 0036 Automation Boundary,SYS,Standard,ACTIVE,Certiaura,,2026-07-19,,13_Project_Genesis/Standards/AUTOMATION_BOUNDARY_0036.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0036 | 0038,EXPLICIT_BUILD_0038_FORMAL_ASSET,077ad97d61e7efb69f69124ad9552b7ca7d4c09089aedc1d131b0ae7f0e80745,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000088,CERTIAURA HISTORICAL ASSET REGISTER BACKFILL STANDARD,SYS,Standard, ACTIVE, Certiaura,,2026-07-19,,13_Project_Genesis/Standards/HISTORICAL_ASSET_REGISTER_BACKFILL_STANDARD.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,EXPLICIT_BUILD_0038_FORMAL_ASSET,09643e04c16eba2e5bafad061efa139848bb7fffca62473baf4ec2f5cfce0e43,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000089,Master Asset Register Canonical Repair Standard,SYS,Standard,ACTIVE,Certiaura,,2026-07-19,,13_Project_Genesis/Standards/MASTER_ASSET_REGISTER_CANONICAL_REPAIR_STANDARD.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,EXPLICIT_BUILD_0038_FORMAL_ASSET,fae48448b728dffd4da4864e38a3475ed0536db51e8e3410c17e4029264cea55,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000090,Resolve repository root as the parent of this script location if run from inside repo,SYS,Platform Component,ACTIVE,Certiaura,,,,13_Project_Genesis/tools/stage-build-pack.ps1,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e6e18ed9a59e2588842142cd8c084215ef0322b882a555cf57d86624da722b42,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000091,CONTROL LIBRARY,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/control_library.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0036 | CERT-BUILD-0038,0035K | 0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,31025dedffff39e08ea5f60896d14ad7d16f36379958c45224fa10cbea0c4563,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000092,VALIDATE ACCESS CONTROL,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_access_control.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,ce3ea71aa7064119db7a2b856305caa938eaa53d47d4ad787706d17a1f987b5c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000093,VALIDATE BUILD PACK ROUTING,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_build_pack_routing.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,0038,HISTORICAL_REPOSITORY_CENSUS,c212bd02ef8bdfae97731c4854abd7bfc1d86580c82f88db69d34a9b35c9e296,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000094,VALIDATE CONTRACT ORDER,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_contract_order.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,4f3629feb0a85df368f4dab8455ba0d09575fb9c61143b6cd6588c80e68d5d4c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000095,VALIDATE CUSTOMER ELIGIBILITY,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_customer_eligibility.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,598a2e61786e3b967b860442239260a3bbb00bdca3dce62fefe6019c347710c4,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000096,VALIDATE FULFILMENT RECEIPT,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_fulfilment_receipt.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,67dfc0945326ba7c637da084ee11789f862c5670a236b3f5ecb80e9f15a4b7e9,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000097,VALIDATE INCIDENT RECALL,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_incident_recall.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,2ed6a9fded7710fa674e6f6ac6fda9353ed0aa7079227a3a4ff1778ebc7873b2,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000098,VALIDATE PASSPORT LIFECYCLE,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_passport_lifecycle.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035F | CERT-BUILD-0038,0035F | 0038,HISTORICAL_REPOSITORY_CENSUS,b8b20780216c79c26b2550b8044fd3fc8c62fc5beab29a0a18ea89a597b55460,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000099,VALIDATE PASSPORT MONITORING RUN,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_passport_monitoring_run.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035G | CERT-BUILD-0038,0035G | 0038,HISTORICAL_REPOSITORY_CENSUS,fb9d605e0cd30d0892afda35443db93807fb1d313246c7bd9d71eaa9e6e32e56,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000100,VALIDATE PRIVACY RECORD,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_privacy_record.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,8782a1979872865d68a509d76efd577e34f9c3190d0cbf1f8efe7928e8120dce,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000101,VALIDATE PRODUCT PASSPORT REVIEW DECISION,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_product_passport_review_decision.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035E | CERT-BUILD-0038,0035E | 0038,HISTORICAL_REPOSITORY_CENSUS,e38beb7281dd5472356cf285e710fb152f1fe6764ce4d8459727e1046fb867a1,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000102,VALIDATE REMEDIATION CASE,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_remediation_case.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035H | CERT-BUILD-0038,0035H | 0038,HISTORICAL_REPOSITORY_CENSUS,bf454f0f93a2ed0ccfc142dd207d111c8a0ebdcc69e1270f7bea7f7dd40b200c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000103,VALIDATE REPORTING ASSESSMENT,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_reporting_assessment.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0036 | CERT-BUILD-0038,0036 | 0038,HISTORICAL_REPOSITORY_CENSUS,6ab85b6bc3c9af303b8662edcf01a75c3df56a8f0aa6a35e9e942d97874d449c,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000104,VALIDATE SETTLEMENT,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_settlement.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035K | CERT-BUILD-0038,0035K | 0038,HISTORICAL_REPOSITORY_CENSUS,6550b65f26769b0354c0b254a5ba30203fc91e189897f652b3b02c03660ef358,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000105,VALIDATE SOURCING DECISION,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_sourcing_decision.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,02a0a348145320d89114a5a1e0a60208c83c59bbf291492f6dffbf6afa4cb46a,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000106,VALIDATE SUPPLIER ASSURANCE,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_supplier_assurance.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035I | CERT-BUILD-0038,0035I | 0038,HISTORICAL_REPOSITORY_CENSUS,905771c9877a0095151e6862062dde04b7e2c2d2b38981a41d1d6cdabcc8a87b,2026-07-19T18:56:54.150597+00:00,
CERT-SYS-000107,VALIDATE SUPPLIER PORTFOLIO,SYS,Validator,ACTIVE,Certiaura,,,,13_Project_Genesis/Validators/validate_supplier_portfolio.py,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0035J | CERT-BUILD-0038,0035J | 0038,HISTORICAL_REPOSITORY_CENSUS,33270fcf4905feae4e0c0893717bac176182c5d44895d6440b97ef181a480dc5,2026-07-19T18:56:54.150597+00:00,
